0.000000	0.000000	15.000000
0.001000	0.015000	14.990190
0.002000	0.029990	14.980380
0.003000	0.044971	14.970570
0.004000	0.059941	14.960760
0.005000	0.074902	14.950950
0.006000	0.089853	14.941140
0.007000	0.104794	14.931330
0.008000	0.119725	14.921520
0.009000	0.134647	14.911710
0.010000	0.149559	14.901900
0.011000	0.164460	14.892090
0.012000	0.179353	14.882280
0.013000	0.194235	14.872470
0.014000	0.209107	14.862660
0.015000	0.223970	14.852850
0.016000	0.238823	14.843040
0.017000	0.253666	14.833230
0.018000	0.268499	14.823420
0.019000	0.283322	14.813610
0.020000	0.298136	14.803800
0.021000	0.312940	14.793990
0.022000	0.327734	14.784180
0.023000	0.342518	14.774370
0.024000	0.357292	14.764560
0.025000	0.372057	14.754750
0.026000	0.386812	14.744940
0.027000	0.401557	14.735130
0.028000	0.416292	14.725320
0.029000	0.431017	14.715510
0.030000	0.445733	14.705700
0.031000	0.460438	14.695890
0.032000	0.475134	14.686080
0.033000	0.489820	14.676270
0.034000	0.504497	14.666460
0.035000	0.519163	14.656650
0.036000	0.533820	14.646840
0.037000	0.548467	14.637030
0.038000	0.563104	14.627220
0.039000	0.577731	14.617410
0.040000	0.592348	14.607600
0.041000	0.606956	14.597790
0.042000	0.621554	14.587980
0.043000	0.636142	14.578170
0.044000	0.650720	14.568360
0.045000	0.665288	14.558550
0.046000	0.679847	14.548740
0.047000	0.694395	14.538930
0.048000	0.708934	14.529120
0.049000	0.723463	14.519310
0.050000	0.737983	14.509500
0.051000	0.752492	14.499690
0.052000	0.766992	14.489880
0.053000	0.781482	14.480070
0.054000	0.795962	14.470260
0.055000	0.810432	14.460450
0.056000	0.824893	14.450640
0.057000	0.839343	14.440830
0.058000	0.853784	14.431020
0.059000	0.868215	14.421210
0.060000	0.882636	14.411400
0.061000	0.897048	14.401590
0.062000	0.911449	14.391780
0.063000	0.925841	14.381970
0.064000	0.940223	14.372160
0.065000	0.954595	14.362350
0.066000	0.968958	14.352540
0.067000	0.983310	14.342730
0.068000	0.997653	14.332920
0.069000	1.011986	14.323110
0.070000	1.026309	14.313300
0.071000	1.040622	14.303490
0.072000	1.054926	14.293680
0.073000	1.069219	14.283870
0.074000	1.083503	14.274060
0.075000	1.097777	14.264250
0.076000	1.112041	14.254440
0.077000	1.126296	14.244630
0.078000	1.140541	14.234820
0.079000	1.154775	14.225010
0.080000	1.169000	14.215200
0.081000	1.183216	14.205390
0.082000	1.197421	14.195580
0.083000	1.211617	14.185770
0.084000	1.225802	14.175960
0.085000	1.239978	14.166150
0.086000	1.254144	14.156340
0.087000	1.268301	14.146530
0.088000	1.282447	14.136720
0.089000	1.296584	14.126910
0.090000	1.310711	14.117100
0.091000	1.324828	14.107290
0.092000	1.338935	14.097480
0.093000	1.353033	14.087670
0.094000	1.367120	14.077860
0.095000	1.381198	14.068050
0.096000	1.395266	14.058240
0.097000	1.409325	14.048430
0.098000	1.423373	14.038620
